stationid,neighborhood,borough,zipcode,station_name,latitude,longitude,count
228,Manhattan Community Board 6,Manhattan,10017,E 48 St & 3 Ave,40.7546011026,-73.971878855,164
420,,Brooklyn,11205,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,29
427,Financial District,Manhattan,10275,State St,40.70251526,-74.01427023,139
414,Dumbo,Brooklyn,11201,Pearl St & Anchorage Pl,40.70281858,-73.98765762,79
353,,Brooklyn,11217,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,18
270,,Brooklyn,11238,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,53
423,Clinton,Manhattan,10019,W 54 St & 9 Ave,40.76584941,-73.98690506,76
238,Manhattan Community Board 2,Manhattan,10014,Bank St & Washington St,40.7361967,-74.00859207,153
397,,Brooklyn,11207,Fulton St & Clermont Ave,40.68415748,-73.96922273,29
2012,Manhattan Community Board 6,Manhattan,10016,E 27 St & 1 Ave,40.739445,-73.976806,86
289,Clinton Hill,Brooklyn,11221,Monroe St & Classon Ave,40.6845683,-73.95881081,9
393,Alphabet City,Manhattan,10009,E 5 St & Avenue C,40.72299208,-73.97995466,73
409,Clinton Hill,Brooklyn,11205,DeKalb Ave & Skillman St,40.6906495,-73.95643107,18
82,Manhattan Community Board 3,Manhattan,10038,St James Pl & Pearl St,40.71117416,-74.00016545,70
298,,Brooklyn,11227,3 Ave & Schermerhorn St,40.68683208,-73.9796772,17
245,,Brooklyn,11237,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,22
343,Brooklyn Navy Yard,Brooklyn,11251,Clinton Ave & Flushing Ave,40.69794,-73.96986848,31
344,Clinton Hill,Brooklyn,11216,Monroe St & Bedford Ave,40.6851443,-73.95380904,28
356,Lower East Side,Manhattan,10002,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,60
321,Dumbo,Brooklyn,11201,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,10
392,,Brooklyn,11201,Jay St & Tech Pl,40.695065,-73.987167,36
395,Boerum Hill,Kings County,11217,Bond St & Schermerhorn St,40.68807003,-73.98410637,53
390,,Brooklyn,11201,Duffield St & Willoughby St,40.69221589,-73.9842844,45
260,Financial District,Manhattan,10004,Broad St & Bridge St,40.70365182,-74.01167797,58
384,Prospect Heights,Brooklyn,11207,Fulton St & Waverly Ave,40.68317813,-73.9659641,53
419,,Brooklyn,11205,Carlton Ave & Park Ave,40.69580705,-73.97355569,52
431,,Brooklyn,11201,Hanover Pl & Livingston St,40.68864636,-73.98263429,11
216,Dumbo,Brooklyn,11242,Columbia Heights & Cranberry St,40.70037867,-73.99548059,41
282,,Brooklyn,11211,Kent Ave & S 11 St,40.70827295,-73.96834101,33
262,,Brooklyn,11205,Washington Park,40.69178232,-73.97372989,31
242,,Brooklyn,11205,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,44
266,East Village,Manhattan,10009,Avenue D & E 8 St,40.72368361,-73.97574813,41
407,Dumbo,Brooklyn,11201,Henry St & Poplar St,40.700469,-73.991454,35
2005,,Brooklyn,11251,Railroad Ave & Kay Ave,40.70531194,-73.97100056,6
2001,,Brooklyn,11251,7 Ave & Farragut St,40.69892054,-73.97332996,7
278,Brooklyn Navy Yard,Brooklyn,11251,Concord St & Bridge St,40.69766564,-73.98476437,19
436,,Brooklyn,11233,Hancock St & Bedford Ave,40.68216564,-73.95399026,21
119,,Brooklyn,11251,Park Ave & St Edwards St,40.69608941,-73.97803415,10
372,Clinton Hill,Brooklyn,11225,Franklin Ave & Myrtle Ave,40.694528,-73.958089,7
