,start_hour,age,trip_minutes,clusters
29859,11,27.0,7,2
29860,13,36.0,23,0
29861,10,36.0,21,2
29862,14,39.0,19,0
29863,17,36.0,14,1
29864,13,31.0,11,2
29865,20,36.0,16,1
29866,8,61.0,14,3
29867,12,38.0,22,0
29868,16,44.0,9,3
29869,17,36.0,17,1
29870,15,36.0,44,0
29871,17,47.0,8,3
29872,12,41.0,11,2
29873,15,25.0,5,1
29874,9,25.0,6,2
29875,9,61.0,14,3
29876,18,27.0,26,0
29877,19,51.0,23,3
29878,16,62.0,19,3
29879,7,46.0,22,2
29880,9,42.0,19,2
29881,16,31.0,18,1
29882,18,39.0,11,1
29883,16,24.0,6,1
29884,21,42.0,16,1
29885,18,48.0,19,3
29886,15,55.0,13,3
29887,8,42.0,9,2
29888,17,55.0,6,3
29889,19,25.0,12,1
29890,23,20.0,4,1
29891,8,27.0,18,2
29892,14,36.0,5,1
29893,15,50.0,7,3
29894,12,32.0,5,2
29895,16,36.0,10,1
29896,16,34.0,7,1
29897,11,44.0,5,2
29898,17,39.0,8,1
29899,12,47.0,8,3
29900,16,27.0,4,1
29901,11,42.0,18,2
29902,16,44.0,11,3
29903,15,30.0,14,1
29904,9,46.0,8,2
29905,8,36.0,24,2
29906,7,24.0,11,2
29907,8,46.0,24,0
29908,8,29.0,18,2
29909,13,47.0,11,3
29910,14,39.0,6,1
29911,12,27.0,3,2
29912,16,24.0,8,1
29913,16,51.0,23,3
29914,16,36.0,39,0
29915,8,28.0,9,2
29916,17,38.0,4,1
29917,19,30.0,13,1
29918,17,35.0,44,0
29919,16,50.0,6,3
29920,14,36.0,17,1
29921,20,23.0,5,1
29922,11,33.0,4,2
29923,15,38.0,4,1
29924,15,29.0,10,1
29925,18,36.0,44,0
29926,21,48.0,23,0
29927,19,38.0,28,0
29928,18,28.0,15,1
29929,19,34.0,1,1
29930,9,25.0,12,2
29931,14,34.0,11,1
29932,7,28.0,8,2
29933,14,34.0,13,1
29934,5,60.0,9,3
29935,18,29.0,9,1
29936,16,53.0,19,3
29937,12,35.0,16,2
29938,21,29.0,38,0
29939,17,36.0,28,0
29940,9,25.0,7,2
29941,13,60.0,14,3
29942,9,56.0,9,3
29943,7,54.0,11,3
29944,19,46.0,9,1
29945,12,35.0,5,2
29946,9,30.0,11,2
29947,12,32.0,5,2
29948,0,27.0,16,2
29949,17,56.0,7,3
29950,7,26.0,37,0
29951,17,32.0,4,1
29952,20,37.0,14,1
29953,17,31.0,5,1
29954,9,26.0,16,2
29955,15,27.0,9,1
29956,20,36.0,39,0
29957,12,36.0,29,0
29958,1,38.0,15,2
29959,12,36.0,6,2
29960,15,28.0,13,1
29961,18,49.0,12,3
29962,17,57.0,15,3
29963,16,63.0,15,3
29964,10,36.0,20,2
29965,17,43.0,22,0
29966,21,46.0,4,1
29967,21,28.0,5,1
29968,6,44.0,10,2
29969,15,33.0,9,1
29970,9,45.0,6,2
29971,12,29.0,9,2
29972,0,39.0,8,2
29973,16,34.0,25,0
29974,15,53.0,10,3
29975,8,48.0,5,3
29976,20,49.0,14,3
29977,18,42.0,14,1
29978,19,53.0,26,0
29979,19,42.0,4,1
29980,16,42.0,5,1
29981,16,65.0,30,3
29982,16,46.0,8,3
29983,12,36.0,44,0
29984,7,31.0,2,2
29985,10,34.0,6,2
29986,9,50.0,9,3
29987,17,36.0,26,0
29988,20,23.0,1,1
29989,13,31.0,6,2
29990,21,36.0,5,1
29991,11,36.0,30,0
29992,9,36.0,3,2
29993,9,48.0,14,3
29994,22,20.0,7,1
29995,9,27.0,11,2
29996,11,28.0,8,2
29997,12,30.0,12,2
29998,18,26.0,21,1
29999,15,29.0,7,1
30000,14,38.0,3,1
30001,22,49.0,8,3
30002,12,23.0,5,2
30003,18,35.0,44,0
30004,17,60.0,7,3
30005,13,52.0,2,3
30006,13,40.0,15,2
30007,8,45.0,15,2
30008,13,36.0,6,2
30009,9,43.0,36,0
30010,10,38.0,10,2
30011,19,22.0,11,1
30012,16,33.0,4,1
30013,7,27.0,17,2
30014,13,46.0,6,3
30015,14,46.0,7,3
30016,17,51.0,20,3
30017,11,62.0,16,3
30018,17,31.0,17,1
30019,3,37.0,5,2
30020,8,47.0,15,2
30021,15,47.0,37,0
30022,17,44.0,5,1
30023,12,54.0,4,3
30024,11,36.0,12,2
30025,10,53.0,29,0
30026,17,36.0,10,1
30027,18,69.0,5,3
30028,14,70.0,4,3
30029,16,31.0,7,1
30030,15,40.0,3,1
30031,14,32.0,22,0
30032,17,63.0,33,0
30033,8,26.0,9,2
30034,9,35.0,2,2
30035,20,33.0,16,1
30036,17,44.0,4,1
30037,10,29.0,17,2
30038,20,27.0,8,1
30039,11,36.0,44,0
30040,1,40.0,8,2
30041,19,55.0,16,3
30042,8,36.0,17,2
30043,11,51.0,15,3
30044,22,54.0,17,3
30045,15,28.0,16,1
30046,10,54.0,3,3
30047,11,36.0,17,2
30048,13,50.0,6,3
30049,5,35.0,5,2
30050,12,50.0,4,3
30051,17,41.0,23,0
30052,20,24.0,9,1
30053,18,27.0,10,1
30054,9,32.0,7,2
30055,15,36.0,44,0
30056,14,56.0,10,3
30057,19,36.0,44,0
30058,8,49.0,14,3
30059,18,67.0,28,3
30060,12,36.0,20,0
30061,10,33.0,10,2
30062,9,72.0,12,3
30063,6,23.0,8,2
30064,9,45.0,11,2
30065,21,28.0,2,1
30066,15,36.0,12,1
30067,17,35.0,33,0
30068,11,54.0,23,3
30069,20,23.0,19,1
30070,7,55.0,3,3
30071,0,29.0,44,0
30072,19,25.0,17,1
30073,12,45.0,8,3
30074,19,36.0,8,1
30075,14,36.0,32,0
30076,14,47.0,1,3
30077,6,44.0,12,2
30078,18,43.0,11,1
30079,10,33.0,2,2
30080,6,35.0,7,2
30081,17,31.0,32,0
30082,6,33.0,17,2
30083,21,35.0,4,1
30084,9,39.0,5,2
30085,18,38.0,15,1
30086,19,36.0,12,1
30087,17,37.0,28,0
30088,16,38.0,6,1
30089,4,52.0,17,3
30090,12,62.0,6,3
30091,20,32.0,4,1
30092,12,43.0,18,3
30093,8,27.0,8,2
30094,13,22.0,2,2
30095,12,31.0,14,2
30096,19,30.0,22,1
30097,18,34.0,10,1
30098,15,36.0,24,0
30099,13,28.0,2,2
30100,18,40.0,8,1
30101,14,33.0,19,0
30102,17,36.0,15,1
30103,18,60.0,7,3
30104,18,19.0,8,1
30105,14,36.0,11,1
30106,20,43.0,7,1
30107,17,34.0,3,1
30108,13,36.0,14,2
30109,9,38.0,16,2
30110,16,26.0,2,1
30111,9,41.0,44,0
30112,23,35.0,9,1
30113,7,35.0,21,2
30114,1,29.0,9,2
30115,21,56.0,4,3
30116,14,56.0,7,3
30117,10,46.0,25,0
30118,18,35.0,11,1
30119,22,46.0,24,0
30120,16,30.0,20,1
30121,18,26.0,3,1
30122,15,33.0,9,1
30123,9,36.0,18,2
30124,13,36.0,30,0
30125,19,37.0,11,1
30126,15,36.0,26,0
30127,7,57.0,5,3
30128,17,52.0,9,3
30129,17,61.0,6,3
30130,17,24.0,7,1
30131,16,38.0,8,1
30132,9,44.0,32,0
30133,10,38.0,31,0
30134,8,50.0,23,3
30135,18,32.0,7,1
30136,14,45.0,25,0
30137,11,33.0,5,2
30138,18,26.0,5,1
30139,18,62.0,20,3
30140,15,36.0,11,1
30141,18,32.0,16,1
30142,9,43.0,19,2
30143,19,47.0,7,3
30144,9,31.0,17,2
30145,19,56.0,15,3
30146,6,44.0,6,2
30147,14,36.0,9,1
30148,18,36.0,10,1
30149,16,36.0,15,1
30150,16,36.0,21,0
30151,12,43.0,3,2
30152,13,43.0,10,3
30153,15,29.0,25,0
30154,13,63.0,4,3
30155,8,27.0,10,2
30156,8,26.0,10,2
30157,9,37.0,10,2
30158,10,50.0,5,3
30159,16,27.0,14,1
30160,10,36.0,15,2
30161,20,37.0,5,1
30162,21,25.0,21,1
30163,20,28.0,5,1
30164,18,40.0,14,1
30165,19,48.0,4,3
30166,18,42.0,4,1
30167,22,34.0,13,1
30168,16,30.0,4,1
30169,18,60.0,14,3
30170,17,45.0,23,0
30171,23,28.0,10,1
30172,12,30.0,10,2
30173,17,35.0,6,1
30174,11,36.0,21,0
30175,14,31.0,12,1
30176,15,52.0,3,3
30177,19,55.0,1,3
30178,21,63.0,5,3
30179,10,32.0,3,2
30180,17,39.0,7,1
30181,13,26.0,22,0
30182,8,57.0,6,3
30183,11,36.0,11,2
30184,7,56.0,9,3
30185,19,25.0,6,1
30186,22,37.0,10,1
30187,17,31.0,16,1
30188,13,35.0,2,2
30189,10,45.0,4,2
30190,8,30.0,14,2
30191,17,32.0,15,1
30192,17,36.0,8,1
30193,19,28.0,22,1
30194,19,40.0,8,1
30195,20,59.0,14,3
30196,17,27.0,28,0
30197,17,25.0,6,1
30198,15,36.0,13,1
30199,14,41.0,4,1
30200,21,42.0,16,1
30201,10,30.0,21,2
30202,14,36.0,13,1
30203,13,23.0,19,2
30204,18,36.0,20,1
30205,18,40.0,11,1
30206,17,29.0,8,1
30207,7,66.0,4,3
30208,19,20.0,4,1
30209,23,29.0,2,1
30210,17,45.0,12,3
30211,10,32.0,7,2
30212,19,35.0,28,0
30213,9,34.0,4,2
30214,6,50.0,24,3
30215,12,29.0,14,2
30216,15,37.0,7,1
30217,19,26.0,33,0
30218,9,36.0,8,2
30219,17,22.0,8,1
30220,18,57.0,3,3
30221,8,38.0,24,2
30222,13,28.0,13,2
30223,14,40.0,14,1
30224,16,35.0,5,1
30225,11,45.0,20,3
30226,11,36.0,34,0
30227,17,26.0,27,0
30228,13,54.0,8,3
30229,14,40.0,17,1
30230,14,43.0,22,0
30231,8,30.0,5,2
30232,8,38.0,8,2
30233,9,22.0,22,2
30234,23,24.0,6,1
30235,13,34.0,14,2
30236,16,36.0,8,1
30237,16,46.0,2,3
30238,15,45.0,5,3
30239,22,35.0,22,1
30240,14,36.0,26,0
30241,15,38.0,11,1
30242,8,31.0,18,2
30243,14,40.0,7,1
30244,13,28.0,9,2
30245,18,41.0,16,1
30246,15,54.0,12,3
30247,18,26.0,33,0
30248,9,27.0,2,2
30249,19,63.0,9,3
30250,7,36.0,14,2
30251,16,46.0,5,3
30252,20,26.0,15,1
30253,22,42.0,13,1
30254,10,27.0,16,2
30255,16,29.0,11,1
30256,12,54.0,21,3
30257,9,36.0,10,2
30258,16,36.0,24,0
30259,18,41.0,8,1
30260,12,29.0,16,2
30261,8,48.0,9,3
30262,22,26.0,14,1
30263,13,38.0,6,2
30264,13,36.0,23,0
30265,21,45.0,5,1
30266,13,36.0,22,0
30267,7,28.0,12,2
30268,1,34.0,6,2
30269,10,37.0,13,2
30270,6,39.0,23,2
30271,15,24.0,5,1
30272,15,36.0,16,1
30273,7,45.0,5,2
30274,15,36.0,17,1
30275,17,36.0,8,1
30276,14,33.0,6,1
30277,14,41.0,19,0
30278,19,38.0,12,1
30279,13,53.0,20,3
30280,17,48.0,6,3
30281,17,60.0,30,3
30282,17,36.0,4,1
30283,8,42.0,19,2
30284,18,28.0,5,1
30285,21,20.0,7,1
30286,9,36.0,9,2
30287,18,42.0,10,1
30288,16,31.0,43,0
30289,20,28.0,11,1
30290,6,58.0,5,3
30291,7,37.0,10,2
30292,11,63.0,6,3
30293,17,68.0,15,3
30294,9,32.0,6,2
30295,17,39.0,11,1
30296,22,29.0,19,1
30297,14,38.0,6,1
30298,9,44.0,3,2
30299,19,40.0,9,1
30300,17,36.0,14,1
30301,5,48.0,15,2
30302,13,45.0,15,3
30303,22,39.0,35,0
30304,16,36.0,19,1
30305,14,36.0,12,1
30306,19,41.0,17,1
30307,13,27.0,24,0
30308,10,39.0,12,2
30309,10,26.0,9,2
30310,9,28.0,23,2
30311,22,23.0,7,1
30312,16,47.0,3,3
30313,9,56.0,5,3
30314,10,46.0,32,0
30315,17,36.0,31,0
30316,8,37.0,15,2
30317,8,37.0,5,2
30318,18,34.0,7,1
30319,17,36.0,3,1
30320,12,57.0,33,0
30321,8,45.0,8,2
30322,8,23.0,2,2
30323,22,33.0,5,1
30324,19,53.0,11,3
30325,9,51.0,9,3
30326,16,68.0,8,3
30327,4,36.0,24,2
30328,7,33.0,28,0
30329,13,33.0,12,2
30330,8,32.0,5,2
30331,15,36.0,17,1
30332,8,52.0,10,3
30333,16,34.0,16,1
30334,15,26.0,11,1
30335,17,58.0,4,3
30336,11,47.0,29,0
30337,21,36.0,28,0
30338,17,37.0,7,1
30339,21,49.0,15,3
30340,18,30.0,17,1
30341,18,36.0,19,1
30342,21,33.0,6,1
30343,9,33.0,9,2
30344,8,30.0,21,2
30345,17,37.0,7,1
30346,11,26.0,19,2
30347,14,49.0,31,0
30348,18,45.0,26,0
30349,9,57.0,3,3
30350,9,44.0,6,2
30351,5,33.0,21,2
30352,3,27.0,44,0
30353,16,57.0,15,3
30354,17,42.0,26,0
30355,16,21.0,6,1
30356,21,46.0,8,1
30357,17,29.0,6,1
30358,17,34.0,9,1
30359,6,26.0,39,0
30360,10,40.0,5,2
30361,15,17.0,17,1
30362,17,34.0,15,1
30363,19,36.0,5,1
30364,17,48.0,22,0
30365,9,40.0,18,2
30366,16,33.0,13,1
30367,16,34.0,8,1
30368,12,51.0,14,3
30369,10,36.0,5,2
30370,13,49.0,13,3
30371,10,48.0,12,3
30372,18,39.0,3,1
30373,6,27.0,44,0
30374,18,50.0,23,3
30375,13,32.0,13,2
30376,20,36.0,41,0
30377,17,24.0,6,1
30378,4,39.0,21,2
30379,5,41.0,10,2
30380,7,26.0,13,2
30381,17,31.0,29,0
30382,18,36.0,7,1
30383,22,25.0,6,1
30384,7,66.0,8,3
30385,5,64.0,5,3
30386,12,26.0,4,2
30387,18,28.0,4,1
30388,9,30.0,6,2
30389,15,36.0,5,1
30390,13,25.0,4,2
30391,12,41.0,44,0
30392,19,31.0,1,1
30393,18,30.0,9,1
30394,23,36.0,8,1
30395,9,54.0,3,3
30396,10,40.0,44,0
30397,16,48.0,13,3
30398,13,44.0,10,3
30399,1,36.0,42,0
30400,11,46.0,4,3
30401,14,65.0,12,3
30402,17,28.0,18,1
30403,18,29.0,21,1
30404,18,37.0,10,1
30405,11,25.0,8,2
30406,17,38.0,6,1
30407,20,32.0,15,1
30408,8,54.0,6,3
30409,17,71.0,7,3
30410,13,36.0,29,0
30411,16,36.0,5,1
30412,14,46.0,10,3
30413,22,22.0,5,1
30414,6,50.0,15,3
30415,18,32.0,14,1
30416,19,33.0,5,1
30417,19,25.0,24,0
30418,10,33.0,4,2
30419,19,34.0,7,1
30420,11,36.0,15,2
30421,8,26.0,15,2
30422,21,36.0,12,1
30423,17,55.0,6,3
30424,17,50.0,10,3
30425,15,36.0,22,0
30426,12,34.0,44,0
30427,20,32.0,26,0
30428,1,44.0,5,2
30429,14,27.0,30,0
30430,21,35.0,12,1
30431,11,42.0,12,2
30432,18,40.0,10,1
30433,23,48.0,8,1
30434,10,35.0,7,2
30435,8,37.0,3,2
30436,17,53.0,17,3
30437,9,27.0,11,2
30438,13,37.0,12,2
30439,21,25.0,10,1
30440,18,46.0,21,0
30441,9,29.0,9,2
30442,17,53.0,12,3
30443,11,30.0,6,2
30444,15,61.0,19,3
30445,9,33.0,5,2
30446,17,52.0,17,3
30447,10,54.0,17,3
30448,8,47.0,9,2
30449,18,60.0,12,3
30450,7,42.0,5,2
30451,14,58.0,10,3
30452,14,35.0,14,1
30453,21,28.0,44,0
30454,8,54.0,15,3
30455,13,40.0,6,2
30456,13,25.0,6,2
30457,19,22.0,9,1
30458,18,35.0,28,0
30459,13,23.0,16,2
30460,23,35.0,29,0
30461,12,40.0,8,2
30462,12,52.0,7,3
30463,13,31.0,6,2
30464,14,29.0,18,1
30465,13,36.0,25,0
30466,17,37.0,9,1
30467,14,36.0,23,0
30468,14,27.0,1,1
30469,20,32.0,29,0
30470,13,36.0,8,2
30471,22,22.0,3,1
30472,17,33.0,5,1
30473,10,34.0,8,2
30474,15,72.0,25,3
30475,17,27.0,11,1
30476,9,29.0,44,0
30477,15,35.0,12,1
30478,16,33.0,7,1
30479,17,27.0,3,1
30480,17,28.0,21,1
30481,17,34.0,7,1
30482,14,60.0,9,3
30483,22,52.0,44,0
30484,17,46.0,23,0
30485,17,36.0,12,1
30486,17,36.0,29,0
30487,17,45.0,2,3
30488,17,42.0,10,1
30489,18,43.0,6,1
30490,20,53.0,10,3
30491,0,43.0,5,2
30492,17,36.0,22,0
30493,23,31.0,5,1
30494,15,43.0,6,3
30495,15,38.0,21,0
30496,18,25.0,17,1
30497,18,32.0,9,1
30498,13,36.0,21,0
30499,22,29.0,2,1
30500,17,27.0,30,0
30501,13,36.0,44,0
30502,16,31.0,15,1
30503,7,55.0,19,3
30504,12,36.0,14,2
30505,13,29.0,7,2
30506,8,40.0,5,2
30507,17,46.0,32,0
30508,12,43.0,9,3
30509,21,36.0,34,0
30510,15,36.0,1,1
30511,11,24.0,18,2
30512,12,30.0,11,2
30513,16,41.0,6,1
30514,15,35.0,2,1
30515,13,30.0,12,2
30516,20,35.0,8,1
30517,7,28.0,13,2
30518,14,19.0,23,0
30519,12,45.0,20,3
30520,11,36.0,36,0
30521,7,29.0,5,2
30522,16,55.0,17,3
30523,12,36.0,10,2
30524,7,49.0,7,3
30525,18,33.0,21,1
30526,12,36.0,9,2
30527,18,36.0,24,0
30528,18,19.0,5,1
30529,11,51.0,9,3
30530,15,36.0,12,1
30531,19,28.0,10,1
30532,18,37.0,10,1
30533,11,28.0,22,2
30534,18,36.0,8,1
30535,8,45.0,5,2
30536,17,36.0,12,1
30537,20,32.0,10,1
30538,12,51.0,4,3
30539,14,39.0,20,0
30540,21,51.0,15,3
30541,18,43.0,10,1
30542,11,59.0,13,3
30543,6,46.0,5,2
30544,8,36.0,7,2
30545,12,40.0,6,2
30546,19,36.0,10,1
30547,17,36.0,29,0
30548,13,36.0,18,2
30549,19,38.0,15,1
30550,16,26.0,9,1
30551,4,31.0,10,2
30552,0,36.0,6,2
30553,17,27.0,36,0
30554,5,30.0,6,2
30555,18,41.0,18,1
30556,21,25.0,13,1
30557,17,60.0,4,3
30558,7,42.0,7,2
30559,16,40.0,14,1
30560,19,36.0,5,1
30561,2,59.0,33,3
30562,20,25.0,6,1
30563,15,36.0,21,0
30564,12,59.0,18,3
30565,20,26.0,16,1
30566,9,28.0,20,2
30567,17,34.0,28,0
30568,17,36.0,15,1
30569,18,36.0,24,0
30570,18,34.0,22,0
30571,8,50.0,24,3
30572,14,43.0,4,3
30573,6,28.0,35,0
30574,18,42.0,20,0
30575,12,36.0,44,0
30576,18,26.0,19,1
30577,18,28.0,22,1
30578,12,36.0,20,0
30579,5,36.0,5,2
30580,18,49.0,19,3
30581,20,26.0,6,1
30582,17,43.0,30,0
30583,12,70.0,14,3
30584,17,43.0,14,1
30585,13,47.0,13,3
30586,8,58.0,12,3
30587,14,72.0,8,3
30588,11,26.0,23,0
30589,8,64.0,7,3
30590,8,33.0,8,2
30591,14,57.0,6,3
30592,9,49.0,9,3
30593,19,52.0,2,3
30594,23,40.0,9,1
30595,11,36.0,12,2
30596,17,50.0,5,3
30597,12,57.0,14,3
30598,13,36.0,44,0
30599,13,32.0,9,2
30600,19,59.0,7,3
30601,15,38.0,19,0
30602,18,32.0,12,1
30603,17,36.0,13,1
30604,18,36.0,10,1
30605,18,30.0,18,1
30606,21,45.0,5,1
30607,9,22.0,25,2
30608,18,36.0,22,0
30609,7,36.0,19,2
30610,9,53.0,16,3
30611,0,25.0,12,2
30612,15,46.0,5,3
30613,9,36.0,3,2
30614,17,34.0,3,1
30615,19,34.0,9,1
30616,10,51.0,12,3
30617,10,29.0,17,2
30618,13,52.0,14,3
30619,13,58.0,22,3
30620,18,35.0,10,1
30621,10,34.0,22,2
30622,17,49.0,5,3
30623,12,25.0,5,2
30624,23,49.0,25,0
30625,23,36.0,14,1
30626,20,58.0,7,3
30627,18,24.0,24,0
30628,22,23.0,36,0
30629,21,24.0,6,1
30630,12,37.0,32,0
30631,16,54.0,24,3
30632,16,57.0,10,3
30633,16,31.0,15,1
30634,8,32.0,14,2
30635,22,39.0,14,1
30636,14,36.0,11,1
30637,22,25.0,2,1
30638,21,22.0,8,1
30639,19,58.0,43,0
30640,17,41.0,16,1
30641,20,28.0,22,1
30642,12,36.0,15,2
30643,18,28.0,18,1
30644,20,38.0,9,1
30645,14,36.0,32,0
30646,18,35.0,3,1
30647,9,60.0,15,3
30648,6,38.0,20,2
30649,17,32.0,16,1
30650,15,61.0,7,3
30651,12,40.0,12,2
30652,16,27.0,20,1
30653,13,30.0,7,2
30654,8,38.0,9,2
30655,21,34.0,9,1
30656,18,48.0,44,0
30657,12,42.0,15,2
30658,22,36.0,13,1
30659,17,65.0,13,3
30660,19,55.0,21,3
30661,10,57.0,6,3
30662,18,36.0,23,0
30663,14,63.0,20,3
30664,16,36.0,26,0
30665,15,51.0,9,3
30666,19,31.0,6,1
30667,5,23.0,12,2
30668,21,38.0,11,1
30669,9,36.0,23,2
30670,19,30.0,18,1
30671,17,64.0,26,3
30672,14,34.0,14,1
30673,8,55.0,14,3
30674,20,31.0,13,1
30675,9,32.0,5,2
30676,6,36.0,7,2
30677,17,36.0,8,1
30678,12,36.0,24,0
30679,15,36.0,3,1
30680,7,36.0,19,2
30681,17,31.0,15,1
30682,15,34.0,10,1
30683,20,45.0,33,0
30684,19,47.0,2,3
30685,19,30.0,3,1
30686,7,59.0,13,3
30687,9,51.0,11,3
30688,21,31.0,28,0
30689,21,26.0,24,1
30690,15,28.0,10,1
30691,15,39.0,17,1
30692,17,43.0,16,1
30693,7,36.0,16,2
30694,19,39.0,14,1
30695,6,71.0,21,3
30696,22,23.0,6,1
30697,20,31.0,3,1
30698,18,53.0,12,3
30699,16,49.0,26,0
30700,20,26.0,8,1
30701,16,36.0,27,0
30702,17,34.0,10,1
30703,13,33.0,13,2
30704,6,51.0,6,3
30705,19,37.0,12,1
30706,9,42.0,14,2
30707,15,32.0,28,0
30708,18,36.0,34,0
30709,18,31.0,6,1
30710,14,34.0,9,1
30711,13,23.0,9,2
30712,14,36.0,44,0
30713,22,37.0,4,1
30714,21,50.0,9,3
30715,20,45.0,21,0
30716,14,26.0,4,1
30717,6,59.0,9,3
30718,17,40.0,13,1
30719,16,23.0,13,1
30720,17,35.0,13,1
30721,18,36.0,24,0
30722,17,61.0,9,3
30723,17,54.0,10,3
30724,15,36.0,5,1
30725,16,25.0,6,1
30726,15,22.0,3,1
30727,16,62.0,41,0
30728,15,46.0,12,3
30729,13,55.0,8,3
30730,6,24.0,5,2
30731,13,65.0,24,3
30732,23,35.0,16,1
30733,9,39.0,8,2
30734,7,32.0,7,2
30735,14,44.0,4,3
30736,15,36.0,10,1
30737,10,42.0,16,2
30738,20,29.0,15,1
30739,11,66.0,5,3
30740,18,31.0,7,1
30741,16,34.0,13,1
30742,17,20.0,5,1
30743,18,41.0,10,1
30744,18,38.0,8,1
30745,8,29.0,17,2
30746,13,43.0,8,3
30747,14,41.0,2,1
30748,20,30.0,8,1
30749,11,56.0,10,3
30750,13,24.0,1,2
30751,17,36.0,15,1
30752,11,36.0,44,0
30753,13,36.0,11,2
30754,8,29.0,4,2
30755,20,35.0,9,1
30756,17,59.0,8,3
30757,9,36.0,16,2
30758,1,39.0,4,2
30759,7,23.0,29,0
30760,9,46.0,14,3
30761,10,38.0,8,2
30762,20,26.0,28,0
30763,2,48.0,19,2
30764,23,29.0,21,1
30765,9,55.0,12,3
30766,9,61.0,9,3
30767,17,33.0,17,1
30768,18,42.0,6,1
30769,11,33.0,6,2
30770,6,45.0,2,2
30771,18,42.0,27,0
30772,14,41.0,5,1
30773,14,54.0,37,0
30774,23,33.0,8,1
30775,10,36.0,14,2
30776,12,52.0,11,3
30777,18,35.0,6,1
30778,18,36.0,21,0
30779,11,35.0,6,2
30780,16,36.0,29,0
30781,15,55.0,12,3
30782,12,38.0,7,2
30783,14,36.0,44,0
30784,21,45.0,26,0
30785,15,25.0,30,0
30786,14,35.0,12,1
30787,17,36.0,32,0
30788,18,31.0,16,1
30789,17,45.0,11,3
30790,20,31.0,8,1
30791,23,28.0,14,1
30792,8,25.0,7,2
30793,19,22.0,27,0
30794,18,43.0,11,1
30795,9,42.0,11,2
30796,6,63.0,13,3
30797,21,27.0,8,1
30798,19,51.0,15,3
30799,21,30.0,15,1
30800,12,36.0,4,2
30801,7,45.0,6,2
30802,7,36.0,2,2
30803,2,62.0,10,3
30804,8,24.0,29,0
30805,14,62.0,9,3
30806,11,62.0,14,3
30807,19,36.0,36,0
30808,17,44.0,21,0
30809,6,26.0,4,2
30810,18,25.0,3,1
30811,9,20.0,7,2
30812,11,38.0,29,0
30813,18,29.0,3,1
30814,8,57.0,21,3
30815,18,32.0,17,1
30816,17,64.0,42,0
30817,16,67.0,26,3
30818,7,46.0,14,2
30819,19,30.0,6,1
30820,7,29.0,10,2
30821,19,34.0,5,1
30822,10,36.0,8,2
30823,13,30.0,3,2
30824,19,37.0,6,1
30825,15,26.0,5,1
30826,18,23.0,4,1
30827,8,29.0,11,2
30828,10,31.0,20,2
30829,3,39.0,11,2
30830,17,38.0,23,0
30831,5,29.0,4,2
30832,13,36.0,18,2
30833,21,39.0,21,1
30834,9,46.0,5,2
30835,19,49.0,4,3
30836,18,38.0,7,1
30837,12,35.0,2,2
30838,13,36.0,11,2
30839,21,36.0,9,1
30840,19,29.0,16,1
30841,18,26.0,8,1
30842,7,39.0,11,2
30843,17,27.0,9,1
30844,11,28.0,7,2
30845,7,43.0,6,2
30846,19,35.0,27,0
30847,6,38.0,7,2
30848,14,27.0,19,1
30849,7,57.0,20,3
30850,13,32.0,12,2
30851,16,41.0,9,1
30852,16,50.0,16,3
30853,23,34.0,7,1
30854,19,39.0,13,1
30855,17,36.0,3,1
30856,11,36.0,4,2
30857,10,28.0,12,2
30858,8,46.0,4,2
30859,13,25.0,6,2
30860,17,59.0,9,3
30861,12,36.0,24,0
30862,9,46.0,15,3
30863,14,36.0,25,0
30864,15,27.0,2,1
30865,19,33.0,9,1
30866,16,29.0,10,1
30867,17,36.0,22,0
30868,8,37.0,6,2
30869,13,33.0,17,2
30870,17,32.0,6,1
30871,14,23.0,16,1
30872,8,34.0,22,2
30873,21,42.0,28,0
30874,14,36.0,24,0
30875,19,32.0,11,1
30876,23,34.0,22,1
30877,17,42.0,18,1
30878,17,28.0,6,1
30879,22,30.0,16,1
30880,17,38.0,9,1
30881,14,19.0,1,1
30882,14,45.0,4,3
30883,10,37.0,1,2
30884,18,34.0,15,1
30885,10,36.0,4,2
30886,10,36.0,16,2
30887,16,42.0,9,1
30888,8,40.0,17,2
30889,14,37.0,8,1
30890,22,35.0,8,1
30891,20,43.0,11,1
30892,18,36.0,29,0
30893,8,48.0,7,3
30894,18,62.0,18,3
30895,8,33.0,11,2
30896,19,23.0,31,0
30897,20,36.0,41,0
30898,6,27.0,8,2
30899,18,58.0,17,3
30900,8,45.0,18,2
30901,7,26.0,2,2
30902,9,45.0,10,2
30903,11,55.0,19,3
30904,15,40.0,3,1
30905,7,25.0,8,2
30906,10,26.0,15,2
30907,15,44.0,5,3
30908,15,60.0,17,3
30909,17,45.0,2,3
30910,23,31.0,13,1
30911,9,35.0,16,2
30912,16,25.0,8,1
30913,20,38.0,8,1
30914,16,36.0,17,1
30915,2,36.0,14,2
30916,17,52.0,30,0
30917,18,36.0,8,1
30918,17,36.0,27,0
30919,9,62.0,5,3
30920,17,56.0,7,3
30921,15,50.0,20,3
30922,1,36.0,40,0
30923,8,30.0,4,2
30924,12,26.0,4,2
30925,17,53.0,4,3
30926,13,32.0,22,0
30927,16,36.0,5,1
30928,15,39.0,31,0
30929,13,61.0,26,3
30930,1,24.0,1,2
30931,9,32.0,3,2
30932,20,45.0,8,1
30933,15,33.0,8,1
