,start_hour,age,trip_minutes,clusters
1147,9,26.0,6,2
1148,19,36.0,6,1
1149,8,28.0,16,2
1150,8,36.0,5,2
1151,19,22.0,5,1
1152,19,21.0,5,1
1153,9,47.0,3,3
1154,9,38.0,10,2
1155,1,22.0,9,2
1156,13,35.0,12,2
1157,12,17.0,23,0
1158,8,53.0,9,3
1159,9,52.0,6,3
1160,8,32.0,14,2
1161,17,43.0,4,1
1162,14,31.0,5,1
1163,9,37.0,11,2
1164,21,63.0,8,3
1165,14,44.0,14,3
1166,20,36.0,7,1
1167,19,36.0,6,1
1168,18,28.0,4,1
1169,13,64.0,44,0
1170,8,24.0,3,2
1171,19,49.0,11,3
1172,13,21.0,12,2
1173,16,41.0,44,0
1174,22,25.0,3,1
1175,17,63.0,34,0
1176,19,28.0,6,1
1177,13,58.0,9,3
1178,19,34.0,16,1
1179,8,27.0,7,2
1180,20,50.0,16,3
1181,23,24.0,12,1
1182,9,35.0,10,2
1183,13,64.0,40,0
1184,19,29.0,16,1
1185,9,30.0,3,2
1186,19,36.0,10,1
1187,18,36.0,12,1
1188,18,36.0,21,0
1189,16,34.0,14,1
1190,20,51.0,5,3
1191,19,33.0,7,1
1192,16,36.0,11,1
1193,15,34.0,31,0
1194,15,30.0,27,0
1195,16,33.0,14,1
1196,16,36.0,16,1
1197,13,37.0,44,0
1198,6,32.0,9,2
1199,16,26.0,8,1
1200,16,31.0,8,1
1201,18,34.0,25,0
1202,14,36.0,22,0
1203,13,36.0,10,2
1204,13,55.0,23,3
1205,15,37.0,25,0
1206,17,36.0,15,1
1207,22,33.0,7,1
1208,15,34.0,16,1
1209,15,36.0,19,1
1210,14,36.0,12,1
1211,18,28.0,14,1
1212,8,54.0,14,3
1213,19,33.0,13,1
1214,9,42.0,7,2
1215,9,47.0,4,3
1216,18,37.0,20,1
1217,8,46.0,10,2
1218,12,36.0,25,0
1219,16,45.0,14,3
1220,17,37.0,8,1
1221,10,63.0,8,3
1222,17,22.0,6,1
1223,6,48.0,7,2
1224,18,30.0,7,1
1225,8,45.0,10,2
1226,6,33.0,4,2
1227,18,23.0,4,1
1228,17,36.0,20,1
1229,17,30.0,19,1
1230,6,41.0,7,2
1231,22,36.0,6,1
1232,18,25.0,19,1
1233,16,36.0,22,0
1234,9,61.0,7,3
1235,16,39.0,4,1
1236,17,24.0,4,1
1237,16,22.0,8,1
1238,13,36.0,15,2
1239,15,33.0,15,1
1240,19,57.0,8,3
1241,17,33.0,14,1
1242,17,40.0,10,1
1243,17,36.0,5,1
1244,19,37.0,9,1
1245,16,27.0,3,1
1246,21,38.0,3,1
1247,21,24.0,11,1
1248,18,27.0,10,1
1249,18,36.0,14,1
1250,13,36.0,20,0
1251,8,63.0,8,3
1252,21,34.0,44,0
1253,17,42.0,10,1
1254,10,63.0,43,0
1255,18,30.0,21,1
1256,21,37.0,20,1
1257,11,44.0,6,2
1258,6,36.0,4,2
1259,22,61.0,28,3
1260,20,36.0,19,1
1261,18,42.0,9,1
1262,7,38.0,34,0
1263,17,28.0,2,1
1264,13,39.0,10,2
1265,23,61.0,5,3
1266,23,33.0,8,1
1267,14,35.0,10,1
1268,18,28.0,3,1
1269,21,32.0,3,1
1270,8,28.0,7,2
1271,8,39.0,39,0
1272,19,30.0,19,1
1273,16,42.0,24,0
1274,15,41.0,7,1
1275,16,36.0,30,0
1276,9,32.0,6,2
1277,17,24.0,2,1
1278,16,36.0,11,1
1279,13,35.0,8,2
1280,13,40.0,10,2
1281,16,26.0,5,1
1282,16,60.0,25,3
1283,8,32.0,6,2
1284,16,24.0,17,1
1285,12,40.0,9,2
1286,16,23.0,6,1
1287,10,40.0,28,0
1288,22,52.0,32,0
1289,12,36.0,44,0
1290,18,28.0,18,1
1291,8,28.0,2,2
1292,7,46.0,10,2
1293,13,36.0,31,0
1294,8,29.0,39,0
1295,18,25.0,10,1
1296,18,27.0,6,1
1297,15,61.0,7,3
1298,20,26.0,5,1
1299,14,27.0,4,1
1300,14,52.0,29,0
1301,18,43.0,22,0
1302,8,48.0,8,3
1303,18,35.0,3,1
1304,7,44.0,5,2
1305,6,34.0,2,2
1306,9,28.0,36,0
1307,15,30.0,28,0
1308,17,36.0,14,1
1309,8,32.0,13,2
1310,16,36.0,12,1
1311,18,46.0,36,0
1312,12,36.0,35,0
1313,10,26.0,13,2
1314,17,36.0,13,1
1315,19,23.0,9,1
1316,16,36.0,18,1
1317,7,40.0,22,2
1318,20,40.0,26,0
1319,10,30.0,6,2
1320,19,44.0,7,1
1321,7,30.0,10,2
1322,16,54.0,8,3
1323,16,36.0,11,1
1324,10,36.0,36,0
1325,17,33.0,6,1
1326,21,36.0,7,1
1327,17,34.0,16,1
1328,12,60.0,4,3
1329,18,26.0,6,1
1330,10,32.0,10,2
1331,13,32.0,5,2
1332,17,28.0,6,1
1333,20,35.0,18,1
1334,17,24.0,16,1
1335,16,36.0,10,1
1336,9,38.0,4,2
1337,13,36.0,23,0
1338,7,43.0,4,2
1339,13,50.0,3,3
1340,20,40.0,6,1
1341,11,49.0,10,3
1342,14,36.0,30,0
1343,17,55.0,11,3
1344,16,21.0,11,1
1345,20,24.0,7,1
1346,19,36.0,22,0
1347,19,41.0,12,1
1348,17,22.0,11,1
1349,2,34.0,1,2
1350,19,20.0,3,1
1351,6,50.0,10,3
1352,12,37.0,17,2
1353,16,36.0,17,1
1354,14,59.0,7,3
1355,7,37.0,10,2
1356,17,34.0,6,1
1357,14,57.0,6,3
1358,14,36.0,30,0
1359,17,51.0,5,3
1360,0,36.0,12,2
1361,8,27.0,8,2
1362,16,33.0,16,1
1363,8,35.0,11,2
1364,6,32.0,7,2
1365,11,28.0,7,2
1366,8,28.0,4,2
1367,22,27.0,6,1
1368,17,34.0,9,1
1369,16,34.0,14,1
1370,13,32.0,6,2
1371,21,55.0,7,3
1372,21,52.0,14,3
1373,17,30.0,7,1
1374,23,26.0,22,1
1375,8,36.0,17,2
1376,8,29.0,4,2
1377,9,52.0,8,3
1378,18,56.0,18,3
1379,11,44.0,25,0
1380,17,36.0,11,1
1381,15,37.0,8,1
1382,0,55.0,13,2
1383,14,34.0,6,1
1384,14,51.0,6,3
1385,8,30.0,10,2
1386,15,28.0,15,1
1387,14,37.0,10,1
1388,12,41.0,8,2
1389,8,46.0,18,2
1390,13,36.0,26,0
1391,12,23.0,5,2
1392,20,33.0,5,1
1393,7,30.0,4,2
1394,17,26.0,24,0
1395,23,52.0,3,3
1396,5,38.0,9,2
1397,20,41.0,8,1
1398,20,37.0,19,1
1399,17,36.0,22,0
1400,8,47.0,18,3
1401,22,33.0,2,1
1402,15,35.0,5,1
1403,14,48.0,10,3
1404,16,57.0,10,3
1405,8,28.0,9,2
1406,17,36.0,29,0
1407,15,44.0,8,3
1408,13,65.0,21,3
1409,17,52.0,11,3
1410,17,33.0,22,0
1411,14,52.0,15,3
1412,17,33.0,10,1
1413,19,40.0,10,1
1414,11,60.0,7,3
1415,9,49.0,3,3
1416,16,29.0,24,0
1417,8,36.0,16,2
1418,1,30.0,18,2
1419,16,36.0,25,0
1420,19,26.0,14,1
1421,12,37.0,12,2
1422,17,37.0,15,1
1423,16,36.0,28,0
1424,23,36.0,25,0
1425,18,34.0,3,1
1426,17,56.0,12,3
1427,10,36.0,23,0
1428,13,36.0,44,0
1429,19,31.0,5,1
1430,8,66.0,11,3
1431,13,26.0,7,2
1432,20,34.0,5,1
1433,8,38.0,15,2
1434,18,26.0,19,1
1435,18,54.0,11,3
1436,15,49.0,8,3
1437,19,57.0,14,3
1438,1,28.0,7,2
1439,11,49.0,9,3
1440,18,36.0,44,0
1441,15,25.0,10,1
1442,15,36.0,44,0
1443,17,35.0,21,0
1444,9,37.0,26,0
1445,16,47.0,11,3
1446,18,53.0,40,0
1447,15,36.0,18,1
1448,18,34.0,21,1
1449,17,43.0,11,1
1450,14,42.0,7,3
1451,10,36.0,27,0
1452,8,48.0,4,3
1453,23,36.0,12,1
1454,20,56.0,7,3
1455,12,50.0,13,3
1456,11,36.0,37,0
1457,22,44.0,5,1
1458,23,18.0,11,1
1459,18,45.0,15,3
1460,15,55.0,2,3
1461,23,25.0,32,0
1462,17,35.0,4,1
1463,15,36.0,23,0
1464,8,56.0,9,3
1465,9,29.0,4,2
1466,19,38.0,11,1
1467,12,29.0,15,2
1468,21,24.0,25,0
1469,17,51.0,20,3
1470,8,26.0,14,2
1471,10,37.0,26,0
1472,21,37.0,3,1
1473,12,46.0,13,3
1474,21,39.0,15,1
1475,20,31.0,8,1
1476,18,34.0,7,1
1477,15,27.0,37,0
1478,17,33.0,4,1
1479,14,51.0,10,3
1480,15,32.0,6,1
1481,18,33.0,20,1
1482,20,25.0,3,1
1483,20,68.0,11,3
1484,16,56.0,2,3
1485,17,35.0,36,0
1486,21,31.0,16,1
1487,13,37.0,5,2
1488,16,41.0,7,1
1489,13,55.0,13,3
1490,9,43.0,11,2
1491,20,28.0,18,1
1492,13,34.0,1,2
1493,17,38.0,6,1
1494,10,25.0,19,2
1495,16,24.0,7,1
1496,15,31.0,4,1
1497,20,18.0,16,1
1498,7,29.0,5,2
1499,16,24.0,4,1
1500,17,27.0,9,1
1501,19,36.0,5,1
1502,8,44.0,4,2
1503,18,36.0,22,0
1504,10,26.0,24,0
1505,17,40.0,37,0
1506,18,28.0,6,1
1507,20,60.0,22,3
1508,18,30.0,4,1
1509,8,40.0,12,2
1510,9,34.0,17,2
1511,9,26.0,6,2
1512,9,41.0,9,2
1513,20,43.0,30,0
1514,17,37.0,23,0
1515,11,39.0,14,2
1516,9,27.0,11,2
1517,17,44.0,5,1
1518,17,30.0,23,0
1519,10,36.0,17,2
1520,7,50.0,16,3
1521,18,26.0,36,0
1522,22,38.0,6,1
1523,9,68.0,11,3
1524,13,50.0,3,3
1525,17,31.0,35,0
1526,16,37.0,33,0
1527,14,36.0,30,0
1528,9,34.0,4,2
1529,15,29.0,34,0
1530,19,33.0,3,1
1531,18,39.0,12,1
1532,17,60.0,8,3
1533,10,36.0,19,2
1534,14,39.0,6,1
1535,17,53.0,12,3
1536,2,36.0,27,2
1537,16,29.0,16,1
1538,10,36.0,23,0
1539,8,46.0,26,0
1540,10,47.0,8,3
1541,18,34.0,7,1
1542,20,36.0,25,0
1543,14,30.0,9,1
1544,21,38.0,4,1
1545,19,36.0,13,1
1546,21,26.0,44,0
1547,16,41.0,15,1
1548,16,36.0,27,0
1549,18,52.0,6,3
1550,20,30.0,25,0
1551,10,38.0,12,2
1552,13,29.0,12,2
1553,1,22.0,4,2
1554,8,30.0,13,2
1555,21,27.0,16,1
1556,20,43.0,9,1
1557,13,36.0,22,0
1558,11,38.0,19,2
1559,7,24.0,4,2
1560,21,40.0,7,1
1561,16,36.0,23,0
1562,15,42.0,6,1
1563,18,37.0,26,0
1564,21,31.0,13,1
1565,14,42.0,5,3
1566,12,40.0,8,2
1567,14,29.0,21,0
1568,18,29.0,35,0
1569,19,52.0,6,3
1570,17,68.0,4,3
1571,12,36.0,26,0
1572,12,27.0,4,2
1573,18,53.0,10,3
1574,17,52.0,7,3
1575,9,36.0,10,2
1576,12,36.0,21,0
1577,15,39.0,5,1
1578,11,25.0,9,2
1579,12,30.0,12,2
1580,17,30.0,13,1
1581,16,39.0,6,1
1582,19,31.0,10,1
1583,21,33.0,5,1
1584,17,39.0,10,1
1585,19,36.0,8,1
1586,16,42.0,9,1
1587,9,25.0,21,2
1588,10,19.0,1,2
1589,17,42.0,7,1
1590,20,28.0,19,1
1591,22,24.0,11,1
1592,23,51.0,39,0
1593,11,33.0,15,2
1594,19,36.0,30,0
1595,9,36.0,11,2
1596,7,45.0,16,2
1597,19,42.0,44,0
1598,7,28.0,23,2
1599,14,30.0,5,1
1600,11,36.0,18,2
1601,8,52.0,10,3
1602,0,54.0,4,2
1603,16,42.0,9,1
1604,19,23.0,14,1
1605,21,25.0,19,1
1606,15,36.0,37,0
1607,13,36.0,44,0
1608,10,35.0,1,2
1609,17,45.0,2,3
1610,12,26.0,6,2
1611,8,35.0,19,2
1612,11,36.0,30,0
1613,9,25.0,6,2
1614,9,31.0,14,2
1615,19,30.0,18,1
1616,16,43.0,18,1
1617,14,42.0,18,3
1618,9,29.0,15,2
1619,9,27.0,10,2
1620,17,47.0,8,3
1621,18,38.0,11,1
1622,7,34.0,9,2
1623,13,37.0,27,0
1624,18,29.0,17,1
1625,17,47.0,19,3
1626,18,40.0,5,1
1627,8,58.0,9,3
1628,16,65.0,44,0
1629,18,32.0,14,1
1630,13,33.0,7,2
1631,21,59.0,11,3
1632,8,42.0,4,2
1633,8,52.0,25,3
1634,13,40.0,14,2
1635,19,36.0,14,1
1636,15,36.0,20,0
1637,14,28.0,6,1
1638,6,47.0,6,2
1639,20,54.0,26,0
1640,7,28.0,17,2
1641,19,66.0,18,3
1642,20,36.0,44,0
1643,17,43.0,19,1
1644,15,45.0,20,3
1645,18,39.0,6,1
1646,21,45.0,6,1
1647,16,57.0,16,3
1648,13,46.0,15,3
1649,18,37.0,16,1
1650,13,44.0,6,3
1651,15,49.0,6,3
1652,17,36.0,34,0
1653,7,31.0,34,0
1654,19,40.0,12,1
1655,15,26.0,1,1
1656,18,29.0,2,1
1657,14,31.0,18,1
1658,18,52.0,19,3
1659,17,36.0,13,1
1660,11,30.0,23,0
1661,9,38.0,10,2
1662,13,26.0,33,0
1663,10,33.0,13,2
1664,19,19.0,3,1
1665,22,24.0,15,1
1666,13,33.0,9,2
1667,8,45.0,8,2
1668,10,39.0,7,2
1669,13,46.0,5,3
1670,18,32.0,22,0
1671,21,36.0,5,1
1672,14,28.0,3,1
1673,8,44.0,4,2
1674,15,58.0,5,3
1675,15,42.0,10,1
1676,12,28.0,10,2
1677,8,38.0,5,2
1678,8,30.0,16,2
1679,19,29.0,5,1
1680,19,36.0,19,1
1681,18,51.0,8,3
1682,20,28.0,39,0
1683,14,24.0,13,1
1684,18,35.0,23,0
1685,11,21.0,8,2
1686,22,40.0,11,1
1687,14,32.0,11,1
1688,20,36.0,9,1
1689,18,29.0,6,1
1690,16,31.0,17,1
1691,21,36.0,12,1
1692,13,42.0,7,3
1693,2,25.0,24,2
1694,21,28.0,7,1
1695,14,36.0,8,1
1696,14,44.0,17,3
1697,13,33.0,7,2
1698,21,41.0,7,1
1699,17,36.0,25,0
1700,13,50.0,12,3
1701,9,50.0,9,3
1702,22,32.0,2,1
1703,14,36.0,44,0
1704,11,38.0,16,2
1705,17,42.0,12,1
1706,6,40.0,33,0
1707,18,36.0,25,0
1708,18,35.0,3,1
1709,12,24.0,5,2
1710,11,36.0,12,2
1711,18,23.0,5,1
1712,13,41.0,20,0
1713,20,26.0,6,1
1714,10,43.0,13,2
1715,20,40.0,8,1
1716,20,42.0,12,1
1717,18,36.0,9,1
1718,8,33.0,10,2
1719,7,29.0,6,2
1720,18,47.0,9,3
1721,3,22.0,13,2
1722,16,32.0,20,1
1723,22,26.0,17,1
1724,17,28.0,6,1
1725,15,30.0,6,1
1726,9,30.0,19,2
1727,12,43.0,8,3
1728,14,36.0,16,1
1729,20,46.0,5,1
1730,10,31.0,33,0
1731,22,37.0,23,0
1732,21,26.0,6,1
1733,9,33.0,5,2
1734,6,37.0,21,2
1735,10,24.0,13,2
1736,4,48.0,1,2
1737,16,30.0,12,1
1738,13,31.0,2,2
1739,12,25.0,3,2
1740,12,57.0,12,3
1741,17,30.0,7,1
1742,8,41.0,3,2
1743,14,19.0,18,1
1744,16,31.0,14,1
1745,19,33.0,7,1
1746,16,36.0,44,0
1747,18,29.0,41,0
1748,12,26.0,4,2
1749,17,35.0,30,0
1750,11,36.0,25,0
1751,16,25.0,3,1
1752,8,41.0,8,2
1753,15,36.0,16,1
1754,8,40.0,5,2
1755,13,44.0,5,3
1756,19,42.0,10,1
1757,15,63.0,6,3
1758,13,51.0,38,0
1759,6,32.0,10,2
1760,19,34.0,21,1
1761,8,46.0,16,2
1762,18,25.0,4,1
1763,19,27.0,17,1
1764,18,35.0,10,1
1765,14,31.0,7,1
1766,15,29.0,12,1
1767,2,40.0,6,2
1768,18,36.0,13,1
1769,16,36.0,44,0
1770,11,31.0,26,0
1771,9,41.0,10,2
1772,14,48.0,4,3
1773,22,27.0,12,1
1774,16,34.0,20,0
1775,9,38.0,11,2
1776,8,64.0,14,3
1777,15,38.0,7,1
1778,10,34.0,12,2
1779,21,34.0,7,1
1780,12,34.0,4,2
1781,6,49.0,13,2
1782,12,26.0,5,2
1783,11,35.0,10,2
1784,17,42.0,16,1
1785,17,36.0,18,1
1786,16,32.0,11,1
1787,16,28.0,8,1
1788,20,25.0,12,1
1789,15,49.0,22,3
1790,13,51.0,10,3
1791,13,26.0,20,2
1792,18,36.0,20,1
1793,0,36.0,44,0
1794,17,38.0,8,1
1795,23,26.0,10,1
1796,16,64.0,14,3
1797,8,28.0,29,0
1798,19,68.0,11,3
1799,17,29.0,3,1
1800,16,29.0,10,1
1801,10,33.0,6,2
1802,17,51.0,5,3
1803,17,36.0,35,0
1804,16,28.0,3,1
1805,15,49.0,5,3
1806,9,42.0,7,2
1807,14,37.0,7,1
1808,17,31.0,20,1
1809,9,55.0,9,3
1810,19,48.0,7,3
1811,10,26.0,5,2
1812,7,35.0,10,2
1813,17,40.0,8,1
1814,19,30.0,17,1
1815,21,32.0,8,1
1816,18,45.0,12,1
1817,16,44.0,10,3
1818,9,52.0,18,3
1819,22,36.0,5,1
1820,19,25.0,13,1
1821,17,41.0,13,1
1822,13,53.0,4,3
1823,15,29.0,28,0
1824,16,36.0,29,0
1825,16,43.0,19,0
1826,14,36.0,44,0
1827,15,38.0,5,1
1828,9,35.0,10,2
1829,15,31.0,9,1
1830,19,32.0,5,1
1831,19,42.0,8,1
1832,8,47.0,3,2
1833,19,36.0,7,1
1834,0,25.0,5,2
1835,21,26.0,5,1
1836,10,76.0,11,3
1837,22,35.0,5,1
1838,14,29.0,24,0
1839,17,22.0,13,1
1840,13,26.0,5,2
1841,17,60.0,7,3
1842,15,36.0,11,1
1843,15,40.0,6,1
1844,6,45.0,8,2
1845,13,36.0,39,0
1846,22,36.0,19,1
1847,8,51.0,4,3
1848,12,39.0,14,2
1849,16,44.0,12,3
1850,11,46.0,11,3
1851,8,31.0,11,2
1852,18,46.0,6,3
1853,19,26.0,3,1
1854,12,20.0,8,2
1855,20,34.0,7,1
1856,19,34.0,6,1
1857,14,44.0,6,3
1858,16,51.0,12,3
1859,18,65.0,18,3
1860,14,36.0,13,1
1861,5,36.0,22,2
1862,13,34.0,9,2
1863,9,30.0,9,2
1864,18,40.0,15,1
1865,11,35.0,12,2
1866,11,57.0,6,3
1867,15,28.0,4,1
1868,12,45.0,44,0
1869,18,39.0,44,0
1870,12,36.0,11,2
1871,13,30.0,10,2
1872,8,56.0,2,3
1873,8,41.0,9,2
1874,20,36.0,14,1
1875,18,35.0,9,1
1876,8,47.0,1,2
1877,11,23.0,13,2
1878,18,27.0,11,1
1879,21,34.0,2,1
1880,9,36.0,12,2
1881,9,58.0,10,3
1882,9,40.0,13,2
1883,12,54.0,11,3
1884,20,38.0,9,1
1885,14,33.0,30,0
1886,19,56.0,12,3
1887,9,29.0,15,2
1888,7,44.0,5,2
1889,12,40.0,22,0
1890,13,42.0,13,3
1891,19,28.0,9,1
1892,20,34.0,10,1
1893,19,58.0,11,3
1894,16,36.0,22,0
1895,17,31.0,5,1
1896,10,36.0,1,2
1897,21,36.0,16,1
1898,11,38.0,3,2
1899,13,53.0,7,3
1900,12,36.0,20,0
1901,18,43.0,32,0
1902,6,31.0,5,2
1903,20,29.0,26,0
1904,21,29.0,13,1
1905,17,31.0,18,1
1906,16,18.0,21,1
1907,21,22.0,8,1
1908,20,38.0,22,0
1909,10,43.0,12,2
1910,21,45.0,4,1
1911,3,55.0,11,3
1912,8,22.0,9,2
1913,11,52.0,8,3
1914,15,29.0,11,1
1915,7,34.0,33,0
1916,1,40.0,14,2
1917,16,61.0,9,3
1918,14,34.0,26,0
1919,8,30.0,3,2
1920,12,36.0,23,0
1921,9,33.0,2,2
1922,12,42.0,19,0
1923,21,42.0,19,1
1924,18,27.0,25,0
1925,12,43.0,22,0
1926,12,42.0,18,2
1927,18,30.0,22,0
1928,15,36.0,19,1
1929,9,40.0,10,2
1930,16,36.0,27,0
1931,17,40.0,25,0
1932,10,39.0,17,2
1933,8,25.0,7,2
1934,14,62.0,6,3
1935,20,38.0,7,1
1936,14,33.0,15,1
1937,18,27.0,15,1
1938,11,44.0,24,0
1939,7,29.0,7,2
1940,17,30.0,11,1
1941,16,42.0,3,1
1942,20,30.0,16,1
1943,8,31.0,6,2
1944,7,34.0,12,2
1945,14,56.0,7,3
1946,17,27.0,25,0
1947,8,33.0,4,2
1948,17,32.0,13,1
1949,9,24.0,6,2
1950,22,21.0,6,1
1951,12,48.0,14,3
1952,8,43.0,3,2
1953,11,42.0,13,2
1954,13,31.0,4,2
1955,7,29.0,31,0
1956,15,39.0,17,1
1957,9,53.0,20,3
1958,15,51.0,6,3
1959,7,35.0,8,2
1960,22,36.0,3,1
1961,20,21.0,2,1
1962,12,39.0,5,2
1963,16,40.0,4,1
1964,15,40.0,14,1
1965,15,55.0,15,3
1966,8,27.0,17,2
1967,16,27.0,26,0
1968,19,45.0,13,1
1969,16,41.0,32,0
1970,8,30.0,23,2
1971,13,27.0,12,2
1972,17,35.0,10,1
1973,1,33.0,6,2
1974,18,46.0,29,0
1975,19,45.0,22,0
1976,1,38.0,7,2
1977,16,28.0,21,1
1978,9,41.0,18,2
1979,20,36.0,2,1
1980,9,26.0,26,0
1981,10,36.0,26,0
1982,14,45.0,27,0
1983,17,31.0,5,1
1984,6,24.0,5,2
1985,9,25.0,7,2
1986,18,65.0,12,3
1987,17,42.0,23,0
1988,12,67.0,40,0
1989,16,57.0,27,3
1990,17,57.0,4,3
1991,13,25.0,7,2
1992,18,35.0,6,1
1993,19,54.0,2,3
1994,22,36.0,26,0
1995,8,36.0,9,2
1996,21,36.0,3,1
1997,17,23.0,22,1
1998,19,57.0,16,3
1999,16,38.0,44,0
2000,13,36.0,36,0
2001,8,40.0,19,2
2002,23,26.0,8,1
2003,19,28.0,10,1
2004,18,43.0,7,1
2005,17,37.0,8,1
2006,8,46.0,25,0
2007,10,36.0,15,2
2008,19,68.0,7,3
2009,13,36.0,9,2
2010,10,24.0,4,2
2011,13,44.0,7,3
2012,19,30.0,1,1
2013,23,31.0,8,1
2014,8,42.0,22,2
2015,11,25.0,3,2
2016,14,41.0,10,1
2017,17,29.0,7,1
2018,20,53.0,8,3
2019,14,35.0,12,1
2020,9,55.0,4,3
2021,8,26.0,13,2
2022,20,54.0,7,3
2023,19,27.0,8,1
2024,13,29.0,12,2
2025,19,43.0,5,1
2026,14,36.0,11,1
2027,8,46.0,6,2
2028,23,40.0,7,1
2029,20,38.0,12,1
2030,14,43.0,10,3
2031,22,31.0,6,1
2032,18,33.0,3,1
2033,3,26.0,3,2
2034,8,58.0,9,3
2035,23,48.0,19,1
2036,17,30.0,15,1
2037,9,45.0,12,2
2038,16,42.0,21,0
2039,17,32.0,13,1
2040,17,51.0,8,3
2041,13,49.0,14,3
2042,14,36.0,22,0
2043,11,36.0,16,2
2044,19,35.0,21,1
2045,11,30.0,12,2
2046,19,36.0,26,0
2047,17,25.0,19,1
2048,12,35.0,7,2
2049,16,42.0,13,1
2050,20,27.0,8,1
2051,10,36.0,44,0
2052,16,30.0,6,1
2053,13,38.0,5,2
2054,12,36.0,21,0
2055,18,25.0,14,1
2056,16,54.0,11,3
2057,13,27.0,13,2
2058,20,36.0,13,1
2059,17,36.0,15,1
2060,8,33.0,26,0
2061,8,34.0,2,2
2062,18,33.0,5,1
2063,18,38.0,18,1
2064,11,55.0,28,3
2065,14,36.0,21,0
2066,13,36.0,20,0
2067,8,45.0,23,2
2068,17,40.0,34,0
2069,16,36.0,44,0
2070,9,34.0,10,2
2071,9,56.0,17,3
2072,11,34.0,15,2
2073,17,55.0,6,3
2074,17,36.0,15,1
2075,17,49.0,7,3
2076,16,33.0,12,1
2077,23,30.0,7,1
2078,17,27.0,6,1
2079,19,34.0,10,1
2080,16,44.0,16,3
2081,10,24.0,12,2
2082,21,35.0,10,1
2083,7,54.0,10,3
2084,20,29.0,22,1
2085,17,40.0,22,0
2086,11,51.0,33,0
2087,17,29.0,9,1
2088,10,27.0,16,2
2089,14,48.0,6,3
2090,11,36.0,30,0
2091,10,45.0,10,2
2092,17,35.0,7,1
2093,9,36.0,23,2
2094,12,53.0,11,3
2095,18,33.0,22,0
2096,8,38.0,11,2
2097,20,41.0,6,1
2098,8,27.0,13,2
2099,8,48.0,21,3
2100,12,36.0,12,2
2101,10,36.0,12,2
2102,15,36.0,44,0
2103,14,30.0,5,1
2104,18,29.0,18,1
2105,17,36.0,8,1
2106,15,39.0,7,1
2107,13,43.0,29,0
2108,12,31.0,28,0
2109,17,36.0,12,1
2110,17,44.0,7,1
2111,8,64.0,18,3
2112,13,36.0,12,2
2113,2,69.0,5,3
2114,20,38.0,7,1
2115,8,50.0,17,3
2116,14,35.0,5,1
2117,7,31.0,44,0
2118,9,35.0,3,2
2119,8,28.0,23,2
2120,20,42.0,40,0
2121,19,29.0,15,1
2122,11,36.0,6,2
2123,14,36.0,10,1
2124,7,43.0,10,2
2125,8,41.0,3,2
2126,13,36.0,21,0
2127,13,36.0,7,2
2128,12,26.0,7,2
2129,17,37.0,7,1
2130,13,33.0,10,2
2131,14,42.0,11,3
2132,19,43.0,17,1
2133,17,25.0,24,0
2134,14,47.0,7,3
2135,17,41.0,32,0
2136,8,45.0,7,2
2137,16,37.0,8,1
2138,19,48.0,12,3
2139,22,36.0,25,0
2140,8,37.0,21,2
2141,18,44.0,12,1
2142,13,36.0,44,0
2143,18,34.0,16,1
2144,13,37.0,20,0
2145,20,28.0,16,1
2146,17,28.0,9,1
2147,9,29.0,23,2
2148,11,32.0,10,2
2149,8,29.0,20,2
2150,13,50.0,6,3
2151,19,40.0,12,1
2152,15,27.0,10,1
2153,16,21.0,4,1
2154,19,36.0,5,1
2155,22,46.0,6,1
2156,15,43.0,20,0
2157,15,52.0,10,3
2158,19,49.0,5,3
2159,22,36.0,2,1
2160,18,49.0,6,3
2161,19,36.0,21,1
2162,8,33.0,4,2
2163,15,66.0,10,3
2164,22,35.0,9,1
2165,22,32.0,7,1
2166,17,39.0,36,0
2167,19,52.0,10,3
2168,16,41.0,6,1
2169,13,41.0,6,2
2170,18,39.0,16,1
2171,8,37.0,3,2
2172,17,30.0,22,0
2173,13,72.0,23,3
2174,15,36.0,13,1
2175,10,35.0,7,2
2176,15,36.0,10,1
2177,9,34.0,18,2
2178,6,29.0,6,2
2179,9,69.0,11,3
2180,15,40.0,3,1
2181,9,60.0,5,3
2182,16,31.0,3,1
2183,10,36.0,9,2
2184,3,52.0,3,2
2185,9,31.0,8,2
2186,18,50.0,3,3
2187,20,35.0,44,0
2188,13,45.0,21,0
2189,15,48.0,31,0
2190,15,36.0,44,0
2191,13,36.0,17,2
2192,12,33.0,6,2
2193,19,38.0,26,0
2194,17,21.0,11,1
2195,14,29.0,10,1
2196,10,19.0,10,2
2197,23,33.0,7,1
2198,18,60.0,7,3
2199,12,46.0,8,3
2200,16,36.0,11,1
2201,18,36.0,22,0
2202,16,30.0,26,0
2203,14,28.0,5,1
2204,17,50.0,13,3
2205,19,24.0,13,1
2206,19,60.0,30,3
2207,6,43.0,19,2
2208,14,40.0,30,0
2209,17,27.0,29,0
2210,19,38.0,11,1
2211,18,24.0,16,1
2212,23,36.0,3,1
2213,19,38.0,31,0
2214,18,31.0,10,1
2215,15,45.0,5,3
2216,15,43.0,5,3
2217,9,36.0,19,2
2218,22,32.0,9,1
2219,18,40.0,9,1
2220,9,46.0,5,2
2221,18,26.0,15,1
